"district","bezirk","state","week","inzidenz","rate_erstimpf","rate_zweitimpf","rate_drittimpf","rate_viertimpf","density","area","M.A00.04","M.A05.14","M.A15.34","M.A35.59","M.A60.79","M.A80.","M.Aunb","F.A00.04","F.A05.14","F.A15.34","F.A35.59","F.A60.79","F.A80.","F.Aunb","Unb.A00.04","Unb.A05.14","Unb.A15.34","Unb.A35.59","Unb.A60.79","Unb.A80.","Unb.Aunb","total_cases","kr_erstimpf","kr_zweitimpf","kr_drittimpf","kr_viertimpf","population","male","female","m_anteil","f_anteil"
"LK Aichach-Friedberg","Schwaben","Bayern",1,0,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",2,0,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",3,0,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",4,0,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",5,0,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",6,0.737800469241098,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",7,3.68900234620549,0,0,0,0,174,780.23,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",8,18.4450117310275,0,0,0,0,174,780.23,0,0,3,9,0,0,0,0,1,2,8,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",9,60.4996384777701,0,0,0,0,174,780.23,0,1,4,25,12,2,0,1,2,7,18,8,2,0,0,0,0,0,0,0,0,82,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",10,44.2680281544659,0,0,0,0,174,780.23,0,1,5,14,8,3,0,0,2,4,8,8,7,0,0,0,0,0,0,0,0,60,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",11,42.0546267467426,0,0,0,0,174,780.23,0,0,4,10,8,6,0,1,0,3,10,8,7,0,0,0,0,0,0,0,0,57,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",12,25.8230164234384,0,0,0,0,174,780.23,0,1,0,6,3,4,0,0,2,3,8,3,5,0,0,0,0,0,0,0,0,35,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",13,9.59140610013428,0,0,0,0,174,780.23,0,0,3,0,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,13,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",14,3.68900234620549,0,0,0,0,174,780.23,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",15,3.68900234620549,0,0,0,0,174,780.23,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",16,1.4756009384822,0,0,0,0,174,780.23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",17,0,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",18,1.4756009384822,0,0,0,0,174,780.23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",19,14.0182089155809,0,0,0,0,174,780.23,0,0,11,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",20,55.3350351930824,0,0,0,0,174,780.23,0,0,29,24,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",21,0,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",22,0.737800469241098,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",23,0.737800469241098,0,0,0,0,174,780.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",24,2.95120187696439,0,0,0,0,174,780.23,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",25,0.737800469241098,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",26,4.42680281544659,0,0,0,0,174,780.23,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",27,1.4756009384822,0,0,0,0,174,780.23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",28,0.737800469241098,0,0,0,0,174,780.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",29,2.95120187696439,0,0,0,0,174,780.23,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",30,13.2804084463398,0,0,0,0,174,780.23,0,0,4,6,2,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",31,11.8048075078576,0,0,0,0,174,780.23,1,1,4,2,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",32,6.64020422316989,0,0,0,0,174,780.23,0,0,3,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",33,11.0670070386165,0,0,0,0,174,780.23,0,0,3,2,1,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",34,8.11580516165208,0,0,0,0,174,780.23,0,1,3,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",35,17.7072112617864,0,0,0,0,174,780.23,0,0,8,5,0,1,0,0,1,6,1,1,1,0,0,0,0,0,0,0,0,24,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",36,4.42680281544659,0,0,0,0,174,780.23,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",37,30.249819238885,0,0,0,0,174,780.23,1,2,6,6,5,0,0,0,2,3,10,6,0,0,0,0,0,0,0,0,0,41,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",38,47.2192300314303,0,0,0,0,174,780.23,0,4,9,19,5,0,0,0,8,9,6,2,2,0,0,0,0,0,0,0,0,64,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",39,81.8958520857619,0,0,0,0,174,780.23,2,4,26,23,5,1,0,0,4,15,24,7,0,0,0,0,0,0,0,0,0,111,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",40,185.925718248757,0,0,0,0,174,780.23,5,10,36,55,18,4,0,3,11,45,46,16,3,0,0,0,0,0,0,0,0,252,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",41,186.663518717998,0,0,0,0,174,780.23,3,4,63,48,22,2,0,3,4,36,46,18,4,0,0,0,0,0,0,0,0,253,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",42,167.480706517729,0,0,0,0,174,780.23,0,9,37,50,9,10,0,2,3,28,42,22,15,0,0,0,0,0,0,0,0,227,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",43,189.614720594962,0,0,0,0,174,780.23,3,6,47,52,15,8,0,0,1,46,45,10,24,0,0,0,0,0,0,0,0,257,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",44,217.651138426124,0,0,0,0,174,780.23,3,10,39,64,24,14,0,3,17,31,50,14,20,0,0,1,1,1,1,1,1,295,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",45,145.346692440496,0,0,0,0,174,780.23,1,17,29,35,7,4,0,2,9,21,33,32,7,0,0,0,0,0,0,0,0,197,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",46,111.407870855406,0,0,0,0,174,780.23,0,5,13,33,17,4,0,1,5,19,33,13,8,0,0,0,0,0,0,0,0,151,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",47,183.712316841033,0,0,0,0,174,780.23,1,4,30,57,22,5,0,2,5,22,50,27,24,0,0,0,0,0,0,0,0,249,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",48,99.6030633475483,0,0,0,0,174,780.23,1,7,17,27,13,6,0,1,2,17,21,14,9,0,0,0,0,0,0,0,0,135,0,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",49,80.4202511472797,0.00225766943587776,0,0,0,174,780.23,1,1,18,27,5,5,0,1,3,12,25,8,3,0,0,0,0,0,0,0,0,109,306,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",50,124.688279301746,0.0053711874160752,0,0,0,174,780.23,0,4,20,30,17,5,0,1,4,30,40,8,10,0,0,0,0,0,0,0,0,169,422,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",51,64.1886408239756,0.00876506957458425,0,0,0,174,780.23,2,4,9,23,9,3,0,0,1,12,18,4,2,0,0,0,0,0,0,0,0,87,460,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",52,74.5178473933509,0.0131328483524916,0.00351193023358763,0,0,174,780.23,0,1,12,16,14,1,0,1,4,13,25,9,5,0,0,0,0,0,0,0,0,101,592,476,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",53,64.1886408239756,0.0178547713556346,0.00607209786185424,0,0,174,780.23,2,0,10,18,10,4,0,0,2,14,18,5,4,0,0,0,0,0,0,0,0,87,640,347,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",54,36.8900234620549,0.0231595567294781,0.00932579793120748,0,0,174,780.23,1,0,5,12,6,1,0,3,1,2,12,3,4,0,0,0,0,0,0,0,0,50,719,441,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",55,22.8718145464741,0.0296964688869542,0.0109194469447683,0,0,174,780.23,0,1,5,2,7,0,0,2,3,1,6,3,1,0,0,0,0,0,0,0,0,31,886,216,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",56,26.5608168926795,0.0372441676872906,0.0153388717555224,0,0,174,780.23,0,0,4,7,6,5,0,0,0,4,8,2,0,0,0,0,0,0,0,0,0,36,1023,599,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",57,24.3474154849562,0.0460166152665673,0.0205624990777494,0,0,174,780.23,0,0,2,7,6,1,0,0,0,5,7,3,2,0,0,0,0,0,0,0,0,33,1189,708,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",58,27.2986173619206,0.0573344744647258,0.0267009989818354,0,0,174,780.23,0,0,8,6,2,0,0,0,1,5,10,3,2,0,0,0,0,0,0,0,0,37,1534,832,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",59,38.3656244005371,0.0774616712656229,0.0328911449187682,0,0,174,780.23,1,1,8,13,6,0,0,0,3,7,8,3,2,0,0,0,0,0,0,0,0,52,2728,839,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",60,93.7006595936195,0.0863595449246706,0.0383656244005371,0,0,174,780.23,3,10,15,31,6,1,0,1,5,25,17,6,1,0,0,1,1,1,1,1,1,127,1206,742,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",61,100.340863816789,0.105321016984167,0.0438179698682288,0,0,174,780.23,3,6,20,35,7,1,0,0,2,21,27,13,1,0,0,0,0,0,0,0,0,136,2570,739,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",62,107.7188685092,0.115414127403385,0.0484661128244478,0,0,174,780.23,2,7,25,24,8,3,0,1,1,32,33,10,0,0,0,0,0,0,0,0,0,146,1368,630,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",63,109.194469447683,0.142978352934232,0.0556375333854712,0,0,174,780.23,1,5,24,43,1,0,0,2,2,28,33,5,3,0,1,0,0,0,0,0,0,148,3736,972,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",64,175.596511679381,0.187106198999543,0.0556375333854712,0,0,174,780.23,2,19,41,51,16,2,0,2,13,24,48,11,3,0,0,1,1,1,1,1,1,238,5981,0,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",65,225.029143118535,0.227515530699878,0.0568917941831811,0,0,174,780.23,9,31,43,56,18,3,0,14,26,35,56,12,2,0,0,0,0,0,0,0,0,305,5477,170,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",66,128.377281647951,0.266670601602503,0.0602930543463826,0,0,174,780.23,1,9,30,43,9,0,0,2,10,29,34,5,2,0,0,0,0,0,0,0,0,174,5307,461,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",67,98.1274624090661,0.299015774174032,0.0796012926264221,0,0,174,780.23,2,10,17,30,9,0,0,4,5,23,24,9,0,0,0,0,0,0,0,0,0,133,4384,2617,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",68,59.0240375392879,0.338303649161121,0.091915182458056,0,0,174,780.23,3,4,12,14,5,1,0,1,11,8,16,4,1,0,0,0,0,0,0,0,0,80,5325,1669,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",69,33.9388215850905,0.359559680679957,0.118756363529047,0,0,174,780.23,0,1,4,12,3,2,0,1,3,7,9,2,2,0,0,0,0,0,0,0,0,46,2881,3638,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",70,16.9694107925453,0.374101727928699,0.152931281264295,0,0,174,780.23,0,2,3,5,2,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,23,1971,4632,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",71,19.1828122002686,0.383169295695672,0.200467765497499,0,0,174,780.23,0,1,8,4,0,0,0,0,2,7,3,1,0,0,0,0,0,0,0,0,0,26,1229,6443,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",72,19.9206126695097,0.394346972804675,0.243001962549248,0,0,174,780.23,1,3,6,5,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,27,1515,5765,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",73,7.37800469241099,0.410571205123286,0.276874382092107,0.000383656244005371,0,174,780.23,1,0,1,1,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,10,2199,4591,52,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",74,2.2134014077233,0.449593471941448,0.310459059451962,0.000383656244005371,0,174,780.23,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5289,4552,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",75,0.737800469241098,0.489124821083386,0.331279788693946,0.000383656244005371,0,174,780.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5358,2822,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",76,3.68900234620549,0.504626008942142,0.358519382018327,0.000383656244005371,0,174,780.23,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2101,3692,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",77,22.8718145464741,0.512970532249258,0.383597219967832,0.000383656244005371,0,174,780.23,0,2,15,2,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,31,1131,3399,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",78,21.3962136079919,0.519396774336348,0.402787410172793,0.000383656244005371,0,174,780.23,0,5,6,5,0,0,0,0,4,3,5,1,0,0,0,0,0,0,0,0,0,29,871,2601,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",79,8.85360563089318,0.524937655860349,0.430108161548791,0.000383656244005371,0,174,780.23,0,1,5,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,12,751,3703,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",80,8.85360563089318,0.528929156398943,0.467057209048385,0.000383656244005371,0,174,780.23,0,0,3,1,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,12,541,5008,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",81,26.5608168926795,0.533075595036078,0.499667989788842,0.000383656244005371,0,174,780.23,0,0,16,2,0,0,0,0,2,12,4,0,0,0,0,0,0,0,0,0,0,36,562,4420,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",82,26.5608168926795,0.539649397217017,0.513140226357184,0.000383656244005371,0,174,780.23,0,1,12,6,1,0,0,0,0,8,1,1,0,0,0,1,1,1,1,1,1,36,891,1826,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",83,75.255647862592,0.545928079210258,0.521809381870767,0.000383656244005371,0,174,780.23,3,11,21,14,4,1,0,4,9,17,16,1,1,0,0,0,0,0,0,0,0,102,851,1175,0,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",84,98.1274624090661,0.551727190898493,0.528737328276941,0.000427924272159837,0,174,780.23,1,13,29,26,4,1,0,1,6,19,29,3,1,0,0,0,0,0,0,0,0,133,786,939,6,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",85,73.7800469241098,0.557430388525727,0.534956986232643,0.000641886408239756,0,174,780.23,3,8,14,13,2,0,0,2,5,26,18,2,1,0,0,1,1,1,1,1,1,100,773,843,29,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",86,80.4202511472797,0.562144933524178,0.542113650784282,0.00123950478832505,0,174,780.23,6,10,13,16,5,0,0,6,13,13,17,3,1,0,0,1,1,1,1,1,1,109,639,970,81,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",87,75.255647862592,0.566143812067464,0.548340686744677,0.00284053180657823,0,174,780.23,1,9,21,16,4,0,0,1,12,17,12,3,0,0,0,1,1,1,1,1,1,102,542,844,217,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",88,97.389661939825,0.568954831855273,0.554789062845844,0.00449320485767829,0,174,780.23,4,18,12,20,2,1,0,7,8,22,23,8,1,0,0,1,1,1,1,1,1,132,381,874,224,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",89,97.389661939825,0.571780607652467,0.560831648688929,0.00594667178208325,0,174,780.23,2,20,18,16,6,0,0,1,8,17,16,9,1,0,0,3,3,3,3,3,3,132,383,819,197,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",90,115.096873201611,0.574849857604509,0.566416798241084,0.00827812126488512,0,174,780.23,1,11,19,23,7,4,0,2,7,20,28,9,7,0,0,3,3,3,3,3,3,156,416,757,316,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",91,151.986896663666,0.577948619575322,0.571249391314613,0.0105726807242249,0,174,780.23,3,19,30,42,11,5,0,1,9,26,33,9,6,0,0,2,2,2,2,2,2,206,420,655,311,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",92,227.980344995499,0.580272691053431,0.575410585961133,0.0148666794552081,0,174,780.23,3,26,52,50,15,1,0,3,28,35,65,18,7,0,0,1,1,1,1,1,1,309,315,564,582,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",93,336.437013973941,0.582840236686391,0.579247148401186,0.0220307220115392,0,174,780.23,6,43,74,87,17,6,0,3,26,71,77,28,11,0,1,1,1,1,1,1,1,456,348,520,971,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",94,510.55792471484,0.587023565346988,0.583954315394945,0.0345807079933303,6.64020422316989e-05,174,780.23,4,66,97,114,37,8,0,6,66,103,120,22,7,0,0,7,7,7,7,7,7,692,567,638,1701,9,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",95,614.587790877835,0.592055364547212,0.587694963773997,0.0543463825642993,6.64020422316989e-05,174,780.23,17,72,101,152,59,9,0,8,55,112,126,57,23,0,0,7,7,7,7,7,7,833,682,507,2679,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",96,624.91699744721,0.599071847009695,0.592357862739601,0.092830055039915,6.64020422316989e-05,174,780.23,24,65,106,143,42,15,0,21,77,95,155,37,31,0,0,6,6,6,6,6,6,847,951,632,5216,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",97,477.356903598991,0.60502589679647,0.597935634287063,0.137489117443079,6.64020422316989e-05,174,780.23,13,61,75,134,35,7,0,16,42,93,133,28,10,0,0,0,0,0,0,0,0,647,807,756,6053,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",98,341.601617258629,0.609740441794921,0.604391388392923,0.192979090734702,0.000191828122002686,174,780.23,9,51,68,76,31,8,0,11,46,51,83,21,8,0,0,0,0,0,0,0,0,463,639,875,7521,17,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",99,270.772772211483,0.615672357567619,0.611134884681787,0.260155823459104,0.000191828122002686,174,780.23,7,40,48,56,18,4,0,5,30,49,78,20,6,0,0,1,1,1,1,1,1,367,804,914,9105,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",100,185.187917779516,0.619199043810592,0.616498694093169,0.305781404476973,0.000191828122002686,174,780.23,4,21,40,50,13,3,0,6,18,46,43,5,2,0,0,0,0,0,0,0,0,251,478,727,6184,0,135538,67418,68120,0.497410320352964,0.502589679647036
"LK Aichach-Friedberg","Schwaben","Bayern",101,196.254924818132,0.624481695170358,0.620077026368989,0.338244625123582,0.000191828122002686,174,780.23,1,11,60,40,11,3,0,0,8,51,57,16,2,0,0,1,1,1,1,1,1,266,716,485,4400,0,135538,67418,68120,0.497410320352964,0.502589679647036
